,id,NB,LR,VD
5109,802407803541331968,negative,neutral,neutral
5110,802407996961628160,negative,neutral,negative
5111,802408580557090816,negative,neutral,neutral
5112,802409199066091520,negative,neutral,negative
5113,802409692626489344,neutral,neutral,neutral
5114,802410286351167489,neutral,neutral,neutral
5115,802410298967781376,negative,neutral,neutral
5116,802411494222614528,negative,neutral,neutral
5117,802411596609949696,negative,neutral,neutral
5118,802412300896387072,negative,neutral,positive
5119,802413624257937408,negative,neutral,neutral
5120,802413838301822976,negative,neutral,neutral
5121,802414137926152192,negative,positive,neutral
5122,802414361528696832,negative,neutral,neutral
5123,802415015827369985,neutral,positive,positive
5124,802415872128282624,positive,positive,neutral
5125,802416301708742656,positive,positive,positive
5126,802417815315628032,negative,positive,positive
5127,802417986384457728,negative,positive,neutral
5128,802418259865714688,negative,neutral,neutral
5129,802418349712015360,neutral,neutral,neutral
5130,802419046981345280,negative,neutral,neutral
5131,802419151046217728,neutral,neutral,neutral
5132,802419473173086208,negative,negative,negative
5133,802419888270651392,negative,negative,negative
5134,802420167762386948,negative,neutral,neutral
5135,802420264076275713,neutral,neutral,neutral
5136,802420275799171072,neutral,neutral,negative
5137,802420378924527616,positive,positive,neutral
5138,802420419374485504,negative,neutral,neutral
5139,802421056946343939,negative,negative,negative
5140,802422042997854209,negative,positive,negative
5141,802422635200126976,negative,neutral,positive
5142,802423556550299648,negative,neutral,negative
5143,802423905163956224,negative,neutral,neutral
5144,802424193375576064,negative,neutral,negative
5145,802424957061824512,negative,neutral,neutral
5146,802425039584894976,neutral,neutral,neutral
5147,802425134204059648,negative,positive,neutral
5148,802425296955682816,negative,neutral,neutral
5149,802425904500613125,negative,neutral,neutral
5150,802426209007124480,neutral,neutral,neutral
5151,802426511030558720,negative,negative,neutral
5152,802429154641616896,negative,positive,neutral
5153,802429538911354881,negative,neutral,neutral
5154,802429711859220480,negative,neutral,neutral
5155,802429720424042497,negative,negative,negative
5156,802364137561006084,neutral,neutral,neutral
5157,802364227885244421,positive,positive,neutral
5158,802364260642746368,negative,positive,positive
5159,802364742803169282,negative,neutral,neutral
5160,802364746037018624,neutral,neutral,neutral
5161,802365420879671296,negative,negative,neutral
5162,802365725738405888,negative,negative,neutral
5163,802365841186525184,neutral,neutral,neutral
5164,802366413583347712,negative,neutral,neutral
5165,802366450954620928,negative,neutral,neutral
5166,802366466771320833,neutral,neutral,negative
5167,802366561923301376,negative,neutral,neutral
5168,802366599143387137,negative,neutral,negative
5169,802366811375357952,negative,negative,neutral
5170,802366956561203200,negative,neutral,negative
5171,802366976098078720,negative,negative,neutral
5172,802367120071921664,neutral,neutral,positive
5173,802367360321646593,negative,neutral,neutral
5174,802367483688587264,negative,neutral,neutral
5175,802367644284448768,neutral,neutral,neutral
5176,802367938670063616,negative,neutral,neutral
5177,802368101530693632,negative,neutral,positive
5178,802368147026309120,neutral,positive,neutral
5179,802368562937692160,neutral,neutral,neutral
5180,802368622320459776,negative,neutral,positive
5181,802368772753543169,negative,neutral,positive
5182,802369010750947333,negative,neutral,neutral
5183,802369045462941696,negative,neutral,neutral
5184,802369462565502976,neutral,neutral,positive
5185,802369626768281600,negative,negative,neutral
5186,802370462357405697,neutral,neutral,negative
5187,802370516208254976,neutral,neutral,neutral
5188,802371202408910849,negative,neutral,neutral
5189,802371399230914560,negative,neutral,negative
5190,802371443526864896,neutral,neutral,neutral
5191,802371597294309377,negative,neutral,negative
5192,802372562000953344,negative,negative,negative
5193,802372620255723524,negative,neutral,neutral
5194,802372995914211328,negative,neutral,positive
5195,802373284201398272,neutral,neutral,neutral
5196,802373332909826048,neutral,neutral,neutral
5197,802373583783792640,negative,positive,neutral
5198,802373961413586944,negative,negative,neutral
5199,802374067525300225,negative,positive,positive
5200,802374182306623488,positive,neutral,neutral
5201,802374301999656960,negative,negative,neutral
5202,802374778455625729,negative,neutral,negative
5203,802374857228849152,negative,neutral,neutral
5204,802374876518641664,negative,positive,neutral
5205,802374879005683713,positive,neutral,neutral
5206,802374962199728128,negative,neutral,negative
5207,802375467550396416,negative,negative,neutral
5208,802376110684209153,negative,neutral,neutral
5209,802376126131683329,negative,neutral,neutral
5210,802376580475551752,neutral,neutral,neutral
5211,802376759656128512,negative,negative,negative
5212,802377128125706240,negative,neutral,neutral
5213,802377219628679168,negative,neutral,neutral
5214,802377289694646276,neutral,neutral,neutral
5215,802377484545101826,negative,neutral,negative
5216,802377670797365252,neutral,neutral,neutral
5217,802377818197884932,negative,neutral,positive
5218,802378003208634369,negative,neutral,neutral
5219,802378025874534400,negative,negative,negative
5220,802378522018754560,negative,neutral,positive
5221,802378671096930304,positive,positive,positive
5222,802378821127274496,neutral,neutral,neutral
5223,802378924437049344,negative,neutral,neutral
5224,802379728267214848,neutral,neutral,neutral
5225,802380074414706688,negative,positive,neutral
5226,802380378707267584,negative,neutral,neutral
5227,802380487947759616,positive,positive,neutral
5228,802380685889667073,negative,neutral,negative
5229,802380857289818114,negative,neutral,neutral
5230,802381069127323648,negative,neutral,neutral
5231,802381250480586752,negative,neutral,neutral
5232,802381459277434880,neutral,neutral,neutral
5233,802381674713518080,negative,neutral,neutral
5234,802381800270155776,neutral,neutral,positive
5235,802381847942594560,negative,negative,negative
5236,802381876291698688,negative,neutral,neutral
5237,802382090238971904,negative,positive,negative
5238,802382261693779968,negative,neutral,negative
5239,802382420599246848,neutral,neutral,neutral
5240,802382526446792704,negative,negative,neutral
5241,802382684618100737,neutral,neutral,negative
5242,802383358210830337,negative,neutral,negative
5243,802383457754062848,negative,neutral,negative
5244,802383568823406592,positive,negative,neutral
5245,802384590337953792,negative,neutral,neutral
5246,802384893221150720,neutral,neutral,neutral
5247,802385264559714304,negative,neutral,negative
5248,802385640067387392,neutral,neutral,neutral
5249,802385662695575553,neutral,neutral,neutral
5250,802385940446466048,neutral,neutral,negative
5251,802386182080446464,negative,neutral,neutral
5252,802386680745488384,negative,neutral,neutral
5253,802386757907927040,neutral,neutral,neutral
5254,802386923062968320,positive,negative,neutral
5255,802387243138777089,negative,negative,negative
5256,802377816503250944,negative,neutral,neutral
5257,802377905473028096,negative,positive,positive
5258,802378144095223808,neutral,neutral,neutral
5259,802378369241325568,negative,neutral,neutral
5260,802378567921188864,negative,negative,negative
5261,802378611600654337,negative,neutral,neutral
5262,802378904644173826,negative,neutral,neutral
5263,802378913624096769,negative,neutral,positive
5264,802379367271673856,negative,negative,neutral
5265,802379409529270272,negative,positive,positive
5266,802379490198482944,negative,neutral,neutral
5267,802379640798998528,negative,neutral,neutral
5268,802380451826593793,negative,negative,neutral
5269,802380481518063616,negative,neutral,negative
5270,802380500589420544,negative,negative,neutral
5271,802380551529189376,neutral,neutral,positive
5272,802380942534844416,neutral,neutral,neutral
5273,802380942576730112,neutral,neutral,neutral
5274,802380986482905088,negative,negative,neutral
5275,802381018187505664,neutral,neutral,neutral
5276,802381177604583425,positive,positive,positive
5277,802381268965097472,neutral,neutral,neutral
5278,802412307926159360,negative,positive,neutral
5279,802412366113685504,negative,neutral,neutral
5280,802413526732017664,negative,neutral,neutral
5281,802413583711641601,negative,negative,neutral
5282,802413726108385280,negative,neutral,neutral
5283,802414002663849985,negative,negative,negative
5284,802414355341918208,negative,negative,negative
5285,802414402871955456,negative,negative,neutral
5286,802414482668552192,negative,neutral,neutral
5287,802414492349034496,negative,neutral,neutral
5288,802414651002814464,negative,neutral,negative
5289,802414707827163136,neutral,neutral,neutral
5290,802415230793891840,negative,neutral,neutral
5291,802415577985929218,negative,negative,negative
5292,802415639126274048,negative,neutral,neutral
5293,802415922690428928,negative,negative,neutral
5294,802416371254468612,negative,positive,negative
5295,802416626129780740,negative,neutral,neutral
5296,802417043802824704,negative,neutral,negative
5297,802417815030558720,negative,neutral,neutral
5298,802418231856107520,negative,neutral,neutral
5299,802419230255837184,negative,negative,neutral
5300,802419411407749121,negative,negative,neutral
5301,802419535567527936,negative,neutral,neutral
5302,802419597408342016,negative,neutral,neutral
5303,802419685060935680,negative,neutral,neutral
5304,802419870218403840,positive,neutral,positive
5305,802419878879694848,negative,negative,negative
5306,802420064288907265,negative,neutral,neutral
5307,802420429742686208,negative,positive,neutral
5308,802420997374803968,positive,neutral,positive
5309,802421281354194944,negative,neutral,neutral
5310,802421286643171329,negative,neutral,neutral
5311,802421703552839683,negative,negative,negative
5312,802421912613703680,neutral,neutral,neutral
5313,802422052246302720,negative,negative,negative
5314,802422288939438080,negative,neutral,positive
5315,802422351098851328,negative,negative,neutral
5316,802423214269820928,negative,positive,positive
5317,802423272117673984,negative,positive,positive
5318,802423373661896704,neutral,neutral,positive
5319,802423475675758592,negative,neutral,negative
5320,802423691405656064,neutral,neutral,neutral
5321,802423872716947456,negative,neutral,neutral
5322,802424250963357696,negative,neutral,negative
5323,802424309847244800,neutral,neutral,neutral
5324,802424485601153024,neutral,neutral,neutral
5325,802424510842568704,negative,negative,negative
5326,802424584792195072,negative,neutral,neutral
5327,802424814233419776,neutral,neutral,neutral
5328,802425453512445952,negative,negative,neutral
5329,802425527969730560,negative,negative,neutral
5330,802425540409847808,neutral,positive,positive
5331,802425849832210432,negative,neutral,neutral
5332,802426228510629888,negative,negative,negative
5333,802426390075363328,negative,neutral,positive
5334,802426813523771392,negative,neutral,neutral
5335,802426916401725440,neutral,neutral,neutral
5336,802427154222850048,negative,neutral,neutral
5337,802427575268085760,neutral,neutral,neutral
5338,802427878453420032,negative,negative,negative
5339,802427938985693189,negative,negative,positive
5340,802428017179901952,neutral,neutral,neutral
5341,802428163435466752,negative,negative,negative
5342,802428320449236992,negative,neutral,negative
5343,802428896138424320,negative,positive,neutral
5344,802429049976954880,negative,neutral,neutral
5345,802429066603208704,negative,negative,negative
5346,802429221540872192,negative,neutral,positive
5347,802429238502690817,negative,neutral,neutral
5348,802429327245611008,negative,neutral,neutral
5349,802429809091481600,negative,neutral,neutral
5350,802429836199227394,negative,negative,negative
5351,802429899889868800,negative,negative,negative
5352,802429923524636673,negative,neutral,neutral
5353,802430043335041024,negative,neutral,negative
5354,802430134779346944,negative,neutral,neutral
5355,802430300059877376,positive,positive,positive
5356,805571465898643456,neutral,neutral,neutral
5357,805573046849388544,negative,neutral,neutral
5358,805575185357213700,positive,positive,positive
5359,805576706908102656,positive,positive,positive
5360,805578452405338112,neutral,neutral,positive
5361,805579187838926848,neutral,neutral,neutral
5362,805582076091236352,positive,neutral,neutral
5363,805586177323450368,neutral,neutral,neutral
5364,805588477849038848,positive,positive,positive
5365,805588695017472000,negative,neutral,neutral
5366,805590538011361280,neutral,neutral,neutral
5367,805590622715445248,neutral,neutral,neutral
5368,805591027495174150,negative,positive,neutral
5369,805591416722296832,positive,positive,negative
5370,805592618923130880,neutral,neutral,positive
5371,805594988763631616,neutral,positive,neutral
5372,805598182948438016,negative,positive,neutral
5373,805600055067607040,neutral,neutral,positive
5374,805601140704321536,positive,positive,neutral
5375,805602672804057088,negative,negative,negative
5376,805603394790559744,neutral,neutral,neutral
5377,805604893801070592,negative,positive,neutral
5378,805605144108957696,neutral,neutral,neutral
5379,805606434432045057,positive,positive,neutral
5380,805607106015559680,negative,positive,neutral
5381,805608741718659072,negative,positive,neutral
5382,805609298839666688,neutral,neutral,positive
5383,805610771191304192,neutral,neutral,neutral
5384,805611410273157120,neutral,positive,positive
5385,805611760363405312,negative,neutral,neutral
5386,805612002404139010,negative,positive,neutral
5387,805612213323046912,positive,positive,positive
5388,805616606164426752,positive,positive,positive
5389,805620517550092288,negative,neutral,neutral
5390,805620560222965760,positive,positive,positive
5391,805620776015634432,neutral,neutral,neutral
5392,805622426604277764,neutral,neutral,neutral
5393,805622730389209088,negative,neutral,negative
5394,805624437106163712,neutral,neutral,neutral
5395,805626061350404096,neutral,neutral,neutral
5396,805626144057790464,negative,neutral,neutral
5397,805626588175863809,positive,neutral,neutral
5398,805628030265806848,neutral,positive,positive
5399,805628238626045952,negative,positive,neutral
5400,805628314492801024,neutral,neutral,neutral
5401,805628577345638400,negative,negative,negative
5402,805630456318173184,neutral,neutral,neutral
5403,805630578515181568,neutral,positive,neutral
5404,805632361299726341,negative,positive,neutral
5405,805634221075271684,neutral,neutral,neutral
5406,805637650552127488,negative,negative,neutral
5407,805638096738025476,positive,positive,positive
5408,805638097740464128,negative,negative,negative
5409,805640410521485312,neutral,neutral,positive
5410,805640442775818240,neutral,neutral,neutral
5411,805642543329320961,negative,neutral,neutral
5412,805643066308579328,neutral,neutral,positive
5413,805644918186184705,neutral,neutral,neutral
5414,805646968957599744,neutral,positive,neutral
5415,805648485013921792,neutral,neutral,neutral
5416,805650497591975936,neutral,neutral,neutral
5417,805650741436313601,neutral,neutral,neutral
5418,805651431810338816,negative,negative,negative
5419,805653022479183872,positive,positive,positive
5420,805653209364709376,positive,positive,neutral
5421,805654846485327872,negative,neutral,neutral
5422,805655494538956800,negative,neutral,neutral
5423,805655527460077568,neutral,neutral,neutral
5424,805657207203213312,neutral,positive,neutral
5425,805658060295376896,positive,positive,positive
5426,805658196102627328,neutral,neutral,neutral
5427,805659517077721088,positive,positive,positive
5428,805661200466006016,negative,neutral,neutral
5429,805661561780113408,positive,positive,positive
5430,805663318870368256,neutral,positive,positive
5431,805663534352740352,neutral,neutral,neutral
5432,805663537746034688,neutral,positive,positive
5433,805664547314933761,neutral,neutral,neutral
5434,805665100002639872,neutral,neutral,neutral
5435,805665856835428352,neutral,neutral,neutral
5436,805687185848549376,positive,positive,positive
5437,805687197185769472,neutral,neutral,neutral
5438,805688616689303552,neutral,neutral,neutral
5439,805689495991353344,neutral,neutral,neutral
5440,805689688342364160,neutral,neutral,positive
5441,805692590981021696,negative,positive,negative
5442,805693451220172800,negative,neutral,negative
5443,805693524184207361,neutral,neutral,neutral
5444,805694715731603457,negative,neutral,neutral
5445,805697124633550848,neutral,positive,neutral
5446,805698205816094720,neutral,neutral,neutral
5447,805698374418698241,neutral,neutral,neutral
5448,805698526206271488,negative,neutral,neutral
5449,805699120484745218,negative,positive,positive
5450,805699153514872832,neutral,neutral,neutral
5451,805700521029931008,negative,neutral,neutral
5452,805700854573649920,positive,neutral,neutral
5453,805701048266608640,negative,neutral,neutral
5454,805704115061923840,neutral,neutral,neutral
5455,805704229360898048,neutral,neutral,neutral
5456,805179846192005120,neutral,positive,neutral
5457,805181998457307136,neutral,neutral,positive
5458,805183699486732288,negative,neutral,negative
5459,805184897908346881,negative,neutral,neutral
5460,805202205024415744,neutral,neutral,neutral
5461,805204516996087808,neutral,neutral,neutral
5462,805207537071046656,negative,neutral,neutral
5463,805211409290240000,negative,neutral,negative
5464,805213409016999936,neutral,neutral,neutral
5465,805218616723443712,negative,neutral,negative
5466,805221271827058689,negative,negative,neutral
5467,805221380572778500,negative,neutral,neutral
5468,805229098306072576,neutral,neutral,neutral
5469,805235555260694529,negative,neutral,neutral
5470,805235925861007360,negative,negative,neutral
5471,805236559280742401,neutral,neutral,neutral
5472,805238362340737024,negative,neutral,negative
5473,805238968572903424,negative,neutral,neutral
5474,805239455204282368,negative,positive,neutral
5475,805244205719228417,negative,negative,negative
5476,805246547642359808,positive,positive,positive
5477,805259259210506240,negative,negative,negative
5478,805264806156574720,negative,negative,neutral
5479,805268531730325504,neutral,neutral,neutral
5480,805274548161507328,negative,neutral,neutral
5481,805279125565014016,negative,negative,positive
5482,805284688927621120,positive,neutral,positive
5483,805300549100900352,neutral,neutral,neutral
5484,805323247613018112,negative,neutral,positive
5485,805335889882779648,positive,neutral,neutral
5486,805355502586785792,negative,positive,neutral
5487,805362434668171264,negative,neutral,positive
5488,805385337413521408,negative,neutral,neutral
5489,805389414008520704,negative,negative,neutral
5490,805397634349404164,negative,negative,neutral
5491,805407071663484928,negative,negative,negative
5492,805409219902144516,negative,negative,negative
5493,805417025115820032,negative,positive,neutral
5494,805419057784635392,negative,negative,neutral
5495,805423680964718592,negative,neutral,neutral
5496,805431658459627520,neutral,neutral,neutral
5497,805443017402290176,positive,positive,neutral
5498,805444175403552773,neutral,neutral,neutral
5499,805444696919146496,neutral,neutral,negative
5500,805447379667169280,neutral,neutral,neutral
5501,805450445468606465,neutral,positive,positive
5502,805454456905207808,negative,neutral,negative
5503,805455770087292929,negative,negative,neutral
5504,805460664395399168,negative,neutral,negative
5505,805464204660666368,neutral,neutral,neutral
5506,805469501462458368,neutral,neutral,neutral
5507,805470530023215104,negative,positive,neutral
5508,805476255336382465,negative,neutral,neutral
5509,805489685757829123,negative,negative,negative
5510,805491483361116160,negative,neutral,negative
5511,805499482498617344,negative,negative,negative
5512,805499570247479296,negative,negative,negative
5513,805504037722460164,neutral,positive,neutral
5514,805507356540932096,negative,negative,positive
5515,805509470419877888,neutral,neutral,positive
5516,805510474213294080,negative,neutral,neutral
5517,805512408093650949,negative,neutral,neutral
5518,805515517826072576,negative,neutral,neutral
5519,805515878133538816,negative,negative,negative
5520,805519247782924288,neutral,neutral,neutral
5521,805519846519750660,positive,neutral,negative
5522,805521493958475776,negative,negative,negative
5523,805523674048659457,negative,neutral,neutral
5524,805535972389699588,negative,neutral,neutral
5525,805538133613760512,neutral,neutral,neutral
5526,805538315747360768,neutral,neutral,positive
5527,805540775379529728,positive,neutral,neutral
5528,805540839891943424,negative,positive,neutral
5529,805541556316991488,negative,negative,positive
5530,805563685162848257,negative,negative,positive
5531,805566606310981633,negative,negative,negative
5532,805572954624929792,negative,neutral,positive
5533,805596311458222080,neutral,neutral,neutral
5534,805599965112365057,negative,neutral,negative
5535,805606186661871616,negative,negative,negative
5536,805614180208230400,neutral,neutral,positive
5537,805616470197616641,neutral,neutral,neutral
5538,805618002058092544,negative,negative,neutral
5539,805618261345927173,negative,negative,negative
5540,805621417198940160,negative,positive,positive
5541,805629823930531840,negative,negative,negative
5542,805631149246558208,neutral,neutral,neutral
5543,805635092236435457,neutral,neutral,neutral
5544,805685178743934976,negative,neutral,negative
5545,805694490321293313,negative,neutral,neutral
5546,805700043919347712,neutral,positive,neutral
5547,805700687942193152,positive,positive,neutral
5548,805708517042782208,positive,neutral,neutral
5549,805712665981124608,negative,positive,positive
5550,805713102192967680,neutral,neutral,neutral
5551,805713146925240320,negative,neutral,negative
5552,805714399868620800,neutral,neutral,neutral
5553,805716382193254400,positive,neutral,neutral
5554,805716478154670080,negative,neutral,neutral
5555,805723458554343424,neutral,neutral,neutral
5556,805662263113904128,neutral,neutral,neutral
5557,805663417700859904,positive,positive,neutral
5558,805663636828094464,positive,positive,neutral
5559,805663667920351233,positive,positive,neutral
5560,805664211019988992,negative,negative,negative
5561,805664308411543553,neutral,positive,positive
5562,805664329274183680,neutral,neutral,neutral
5563,805664357766090752,neutral,neutral,neutral
5564,805664452746080256,positive,neutral,neutral
5565,805664500124942336,positive,positive,positive
5566,805664604206538752,negative,positive,neutral
5567,805664639988043776,positive,neutral,neutral
5568,805664789770997760,positive,positive,positive
5569,805664867797598208,positive,positive,positive
5570,805664952711311360,neutral,positive,positive
5571,805665279950864388,neutral,positive,neutral
5572,805665280202539009,neutral,neutral,neutral
5573,805665302365302785,negative,neutral,positive
5574,805665375203430400,positive,positive,positive
5575,805665468698607616,positive,positive,positive
5576,805665790573813760,neutral,neutral,neutral
5577,805666113510080512,neutral,neutral,neutral
5578,805666344075231232,neutral,positive,positive
5579,805667022994546689,positive,neutral,negative
5580,805667219472519169,negative,neutral,neutral
5581,805667405041205248,neutral,neutral,neutral
5582,805667422208458752,positive,neutral,negative
5583,805667573446639616,positive,positive,neutral
5584,805667625929949184,positive,positive,positive
5585,805668060396916736,neutral,neutral,neutral
5586,805668080277852160,neutral,neutral,neutral
5587,805668155217547264,positive,neutral,positive
5588,805668452560175104,neutral,neutral,neutral
5589,805668538082099200,positive,neutral,positive
5590,805668712166686721,neutral,neutral,neutral
5591,805668799546609664,negative,positive,neutral
5592,805669108696096768,neutral,positive,neutral
5593,805669493741678592,positive,neutral,positive
5594,805669508077809664,positive,positive,positive
5595,805670012614688768,neutral,neutral,positive
5596,805670407349108736,positive,positive,positive
5597,805670628879724544,neutral,positive,positive
5598,805670855028117505,positive,positive,positive
5599,805684399492763648,neutral,neutral,neutral
5600,805684405826109440,positive,positive,neutral
5601,805684649825566720,positive,neutral,neutral
5602,805685678235328512,neutral,neutral,positive
5603,805685795923394560,positive,positive,positive
5604,805686259125460992,neutral,positive,positive
5605,805687618268725248,neutral,neutral,neutral
5606,805687697906040832,neutral,neutral,positive
5607,805688235087298560,neutral,neutral,negative
5608,805688567900950528,neutral,neutral,neutral
5609,805689086031712257,positive,positive,positive
5610,805689197537308674,negative,neutral,neutral
5611,805689950096146432,neutral,positive,neutral
5612,805690173782532096,negative,neutral,neutral
5613,805690734695378944,neutral,neutral,neutral
5614,805690939507441664,positive,positive,positive
5615,805691686127075329,positive,positive,positive
5616,805691918617296896,neutral,neutral,neutral
5617,805692142895202304,neutral,neutral,neutral
5618,805692513776451584,neutral,neutral,positive
5619,805692845118070785,neutral,neutral,neutral
5620,805693686906392576,neutral,neutral,neutral
5621,805694442502062080,neutral,positive,positive
5622,805694467852206081,positive,positive,neutral
5623,805694490346295296,positive,positive,positive
5624,805694803317051392,neutral,neutral,neutral
5625,805694832135979008,positive,positive,neutral
5626,805694915791515648,positive,positive,neutral
5627,805695139289202690,positive,positive,positive
5628,805695504185196544,positive,positive,positive
5629,805695582618734592,negative,neutral,negative
5630,805695679356018688,negative,negative,neutral
5631,805695740223766529,neutral,neutral,neutral
5632,805695955169382400,positive,positive,neutral
5633,805696018746576896,positive,neutral,neutral
5634,805696025990230016,neutral,neutral,neutral
5635,805696723758747648,neutral,neutral,neutral
5636,805697846368354305,neutral,neutral,neutral
5637,805698379997134848,neutral,neutral,neutral
5638,805699086896812032,neutral,positive,neutral
5639,805699982003208192,neutral,neutral,negative
5640,805700259246702592,neutral,neutral,neutral
5641,805700278242709504,negative,negative,negative
5642,805701368556257280,positive,positive,neutral
5643,805701699486814208,neutral,neutral,neutral
5644,805702878967066624,neutral,neutral,positive
5645,805703030784016384,neutral,neutral,neutral
5646,805703176406138880,positive,neutral,positive
5647,805703771514880001,neutral,neutral,neutral
5648,805704020236980224,positive,positive,neutral
5649,805704850939973632,neutral,neutral,neutral
5650,805704894426583040,positive,neutral,neutral
5651,805705797137207296,neutral,positive,positive
5652,805706028549545984,positive,neutral,neutral
5653,805707349906235393,positive,positive,positive
5654,805707383464927232,negative,neutral,neutral
5655,805707503887667200,positive,positive,neutral
5656,801682079218040064,positive,positive,neutral
5657,801685762466978944,negative,neutral,positive
5658,801686203653181056,negative,neutral,positive
5659,801687437168652032,positive,positive,positive
5660,801692594002660992,negative,negative,negative
5661,801695087407276032,positive,positive,positive
5662,801724104407543040,positive,positive,neutral
5663,801732567644904960,positive,positive,neutral
5664,801732829142925056,neutral,positive,neutral
5665,801734712058384000,negative,positive,neutral
5666,801739146628713984,positive,positive,neutral
5667,801740655760260992,positive,positive,positive
5668,801742053654658944,positive,positive,neutral
5669,801747576743661056,neutral,neutral,neutral
5670,801755100419014016,negative,positive,positive
5671,801775442877357952,positive,positive,neutral
5672,801778509073026944,negative,negative,neutral
5673,801780453732732032,neutral,positive,neutral
5674,801782617523764992,negative,neutral,neutral
5675,801787854460481024,positive,positive,positive
5676,801797125168214016,neutral,neutral,positive
5677,801803946666946048,positive,positive,positive
5678,801811845485101056,positive,positive,neutral
5679,801812630633581952,negative,positive,neutral
5680,801817926286216960,neutral,positive,positive
5681,801820711664791040,positive,positive,positive
5682,801820890593971968,positive,positive,neutral
5683,801823458820759040,positive,positive,positive
5684,801823672617106944,negative,negative,positive
5685,801824674678119936,positive,positive,positive
5686,801828962221654016,neutral,neutral,neutral
5687,801832129885835008,positive,positive,positive
5688,801833086963085056,positive,positive,neutral
5689,801835802254864000,negative,positive,positive
5690,801836473771166976,negative,neutral,negative
5691,801841424899547008,negative,neutral,neutral
5692,801844864648445056,positive,positive,positive
5693,801847938561539968,negative,neutral,neutral
5694,801850164973448960,negative,negative,positive
5695,801850455982738944,neutral,neutral,neutral
5696,801856582774652032,negative,neutral,neutral
5697,801863110831149056,positive,neutral,positive
5698,801865473658945024,negative,positive,neutral
5699,801867808799858048,negative,neutral,positive
5700,801868862799101056,negative,neutral,neutral
5701,801872047571767040,positive,positive,positive
5702,801875084646514048,neutral,neutral,neutral
5703,801880098769174016,negative,negative,neutral
5704,801882147078409984,positive,positive,positive
5705,801883844840340992,positive,positive,positive
5706,801890301132487936,neutral,positive,neutral
5707,801890835881201024,negative,positive,positive
5708,801891133194456960,positive,positive,positive
5709,801892709166365952,positive,positive,positive
5710,801894098059739008,negative,negative,neutral
5711,801894707466931968,positive,positive,positive
5712,801903190031485952,negative,positive,negative
5713,801903266636316032,negative,neutral,positive
5714,801905528490192000,positive,positive,positive
5715,801911216822226048,positive,positive,positive
5716,801935309667602048,negative,positive,neutral
5717,801945716180585984,neutral,neutral,neutral
5718,801946390385593984,positive,positive,positive
5719,801947502496731008,positive,positive,positive
5720,801950524958456960,negative,negative,positive
5721,801954711305879040,negative,positive,neutral
5722,801956088312724992,positive,positive,positive
5723,801966082533784960,positive,positive,positive
5724,801966314369810048,negative,positive,positive
5725,801977073027915008,negative,negative,neutral
5726,801980554501451008,positive,positive,positive
5727,801987737347832960,negative,negative,negative
5728,801988868933348992,neutral,positive,positive
5729,802002265598921984,positive,positive,neutral
5730,802003781537976064,negative,neutral,neutral
5731,802007911748829056,neutral,positive,neutral
5732,802022622481378944,neutral,neutral,neutral
5733,802024132787346944,positive,neutral,neutral
5734,802025258106486016,positive,neutral,positive
5735,802042917741272960,neutral,neutral,positive
5736,802046411978240000,positive,positive,positive
5737,802052438228397952,negative,positive,positive
5738,802058801746690048,positive,positive,neutral
5739,802061632809549056,negative,positive,positive
5740,802099845054038016,neutral,positive,positive
5741,802100198935826048,negative,negative,positive
5742,802120034369805952,positive,positive,positive
5743,802136556987448960,positive,positive,positive
5744,802138544902994944,negative,negative,negative
5745,802139300448112000,neutral,neutral,positive
5746,802143075602664960,negative,neutral,neutral
5747,802146398493782016,positive,positive,neutral
5748,802147562757165056,negative,positive,positive
5749,802162507519560960,neutral,neutral,neutral
5750,802171811752513024,positive,positive,positive
5751,802174933921053952,negative,positive,neutral
5752,802178897232194944,positive,positive,positive
5753,802180057858980992,negative,neutral,neutral
5754,802182586223197952,neutral,neutral,neutral
5755,802191605792914944,positive,positive,neutral
5756,805639932014424064,negative,negative,negative
5757,805640212433014784,negative,negative,negative
5758,805641832252047361,negative,positive,negative
5759,805642670605533184,negative,negative,negative
5760,805643026013908992,negative,positive,negative
5761,805643196931915776,negative,positive,positive
5762,805643217505046528,negative,negative,negative
5763,805644594117509120,negative,neutral,negative
5764,805644723872534528,negative,negative,negative
5765,805644953980432384,negative,neutral,neutral
5766,805645010347560960,negative,negative,negative
5767,805645727158403072,negative,negative,negative
5768,805646144701399040,negative,positive,negative
5769,805646453154676736,negative,negative,negative
5770,805646903945863168,negative,neutral,negative
5771,805647483074473984,negative,neutral,negative
5772,805647540762869760,positive,positive,negative
5773,805647605384544256,negative,negative,negative
5774,805647875019571200,negative,negative,negative
5775,805650382751928320,negative,neutral,negative
5776,805650468286373888,negative,positive,negative
5777,805650503610662912,negative,negative,negative
5778,805650526725672960,negative,negative,negative
5779,805650676495749120,negative,negative,negative
5780,805650828728135682,negative,negative,negative
5781,805651272451887104,negative,neutral,negative
5782,805651822471806976,negative,neutral,negative
5783,805652087409360896,negative,positive,negative
5784,805652259560366081,negative,negative,negative
5785,805652834112958464,negative,neutral,negative
5786,805653210845151232,negative,negative,negative
5787,805653617457795072,negative,neutral,negative
5788,805653758986293248,negative,neutral,neutral
5789,805654036753981440,negative,negative,negative
5790,805655917958197248,negative,neutral,negative
5791,805655994172932096,negative,neutral,negative
5792,805656142672236545,neutral,neutral,negative
